,id_str,text,created_hr,created_dotw,calltime,day,set,call,favorite_count,retweet_count,place_names,place_ids,sources,influence_score,in_reply_to_status_id_str,in_reply_to_user_id_str,lang,is_quote_status,retweeted,truncated,user_id_str,user_name,user_description,user_location,user_since,favorites_counts,followers_count,friends_count,listed_count,profile_background_color,profile_text_color,user_screen_name,statuses_count,verified,num_tags,num_media,num_symbols,num_urls,num_user_mentions
68,1094939864011849730,"@GOP screwed the middle class with their tax deal. 
#VotethemOut",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,439.52500000000003,,11134252,en,False,False,False,232534516,poconoblue.com,"#Democrat #Resist #FightBack 
Radio host on http://poconoblue.com 
Host of the show #PoliticalSense","Pennsylvania, USA",8,2615,16747,16753,278,FFFBF0,333333,crunchradio,40900,False,1,0,0,0,1
70,1094939875751673857,Freakin right my guy,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,14.200000000000001,,,en,True,False,False,447772203,Pens (28-20-7),Rest Easy Big Bro R.I.P. 3-23-15. Absolute Scumbag. Sam's my girlfriend. Follow our podcast! @UnitsOut,"Pittsburgh, Guentzelvania",7,8016,553,496,5,000000,000000,Nick_Antonishen,66548,False,0,0,0,0,0
71,1094939976440123392,"Update from the overnight #WinterStormMaya in the Berks County area outside of Reading, PA. About an inch and half… https://t.co/j95t5ODMQU",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,52.550000000000004,,,en,False,False,True,2677056631,Colt Sebastian Taylor,"Adventurer, Entrepreneur, Amateur [Blank]. Videos at - https://www.youtube.com/user/ColtSebastianTaylor My views are my own, fools. RT is short for Retweets.",All Over The World,4,19720,1493,885,203,C6E2EE,663B12,ColtSTaylor,41123,False,1,0,0,1,0
72,1094939996484763650,@realDonaldTrump @JesseBWatters Kiss ass much Jesse? 🙄 https://t.co/EHEMcWusJl,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,99.45000000000002,1094939561485062146,25073877,en,False,False,False,22274770,🇺🇸JamesG🇩🇪,Husband @genoeka Father @heleng_16 @Phillies @Flyers @dolphins @psu #LoVE Dave Matthews Band -Grateful Dead -Politics Junkie #toyota 🇺🇸 #resist #FBR,"Lehigh Valley, PA",10,805,3972,4932,2,0099B9,3C3940,genoejr,1201,False,0,1,0,0,2
73,1094940003069763590,@VikeFans Richardson,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,14.3,1094932917946667013,1621662402,en,False,False,False,2465070072,Bob Matthews 🎙️,"Radio Show Host & TV Sportscaster - Football & Wrestling. Former King's Wrestler; Lehigh Univ Public Address Announcer. Luv my Mets, Vikings, NYR, & Sooners.","A-B-E, PA",4,18925,548,647,8,C0DEED,333333,BMatt55,11229,False,0,0,0,0,1
74,1094940022116106240,@KTHopkins @vox_es What are they protesting?,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,10.475000000000001,1094934302490537985,21439144,en,False,False,False,2187394987,Conserative-Christian& Nationalist-White,"Developer, Business Man, Freedom Fighter. Trained as an Engineer and programmer. Amateur Smartass. #Puppies #MAGA #PATRIOT #CONSERVATIVE #foodie #happy",SE Pa.,5,2319,353,299,22,000000,000000,mrdavidswilliam,22429,False,0,0,0,0,2
75,1094940091825426432,"THE FACTS ARE LIES!

AIR IS WATER!

DUMBLEDOR KILLED SNAPE!",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.300000000000001,,,en,True,False,False,14358978,Sean “SOC” O’Connor,deGrom Stan • Democratic Centrist • Illustrious husband to @ambers,"Yardley, PA",10,2412,222,635,10,022330,333333,sro,7633,False,0,0,0,0,0
76,1094940200294408192,@JuJuBeeGrrl @Disney Happy birthday!,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,168.47500000000002,1094937094877782016,167266835,en,False,False,False,119969229,Conshy Bakery,"Our Italian bakery provides fresh breads, pastries & tomato pie to the area's finest establishments. Visit our retail store. 

#TempleAlum🍒


📞610-825-9334","Conshohocken, PA",8,2366,6253,3398,162,C0DEED,333333,ConshyBakery,26310,False,0,0,0,0,2
78,1094940305055457282,AMEN 😂😭😏🗣🤷🏾‍♂️,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,53.47500000000001,,,en,True,False,False,142942766,Chrisss 🧸✨,snap : heslegit 👻 ig : everthechrisss.,"Philadelphia, PA",8,75397,2121,1532,6,1A1B1F,666666,everthechrisss,68106,False,0,0,0,0,0
79,1094940339071270913,@realDonaldTrump Don the Con is a snowflake! https://t.co/NWorDbnxvq,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,99.45000000000002,1094940049697849345,25073877,en,False,False,False,22274770,🇺🇸JamesG🇩🇪,Husband @genoeka Father @heleng_16 @Phillies @Flyers @dolphins @psu #LoVE Dave Matthews Band -Grateful Dead -Politics Junkie #toyota 🇺🇸 #resist #FBR,"Lehigh Valley, PA",10,805,3972,4932,2,0099B9,3C3940,genoejr,1202,False,0,1,0,0,1
80,1094940347719999488,Country music artists shouldn’t be Grammy nominees bc they have the cma’s and that’s already too much,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.275,,,en,False,False,False,3153624442,Jack Fischer,2036 Presidential Candidate,Blacklivesmatter,3,9433,236,465,5,C0DEED,333333,fischerjack50,7835,False,0,0,0,0,0
81,1094940359635931136,This shit got me screamingggg,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.45,,,en,True,False,False,781166748242472960,🏌🏻‍♀️,Alhamdulilah • Taino & Apache • N/A,,2,1271,295,238,1,F5F8FA,333333,AsiahPersuasiah,3163,False,0,0,0,0,0
83,1094940586438742016,@realDonaldTrump Your a joke your own people in the white house talk about how lazy you are.,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,0.42500000000000004,1094940049697849345,25073877,en,False,False,False,698626150201831424,terry reece,,,3,605,17,85,0,F5F8FA,333333,717_309,1781,False,0,0,0,0,1
84,1094940628172132353,Old Gays Try New Gay Slang https://t.co/chknafv0ij via @YouTube,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,55.225,,,en,False,False,False,218645400,Karim Christopher,"UC Berkeley 1981, CPA(inactive), Geek. Love to travel.  35+ yrs HIV+ (undetectable!) #RESIST #RESILIENT   (Marquette name in @Secondlife, older pic, but wtf)",,8,94022,2074,327,45,131516,333333,MasterMarquette,53533,False,0,0,0,1,1
85,1094940675341201408,‘Tis a great morning 🥰,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.45,,,en,False,False,False,781166748242472960,🏌🏻‍♀️,Alhamdulilah • Taino & Apache • N/A,,2,1271,295,238,1,F5F8FA,333333,AsiahPersuasiah,3164,False,0,0,0,0,0
86,1094940754806534145,Hey @erousekayers @NESPolarBears we’ve got a star 🌟 in the making. Can only imaging the cheers that go up when I in… https://t.co/TIDYVm75o8,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,22.175,,,en,True,False,True,162897000,Eric Eshbach,Superintendent. Thoughts and posts are my own and don't necessarily represent the positions of the NYCSD,Pennsylvania,8,1477,809,386,26,642D8B,3D1957,dr_e_squared,1563,False,0,0,0,1,2
88,1094940918132760576,My new crib is sooooo awesome,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,56.550000000000004,,,en,False,False,False,1263434456,keefa finesse,zero emotion muted emotion,in the clouds,5,10092,2256,1027,2,1A1B1F,666666,TenaciousTaly,30086,False,0,0,0,0,0
89,1094940919693012997,The lady is so nice and the house is so clean 🧽,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,56.550000000000004,1094940918132760576,1263434456,en,False,False,False,1263434456,keefa finesse,zero emotion muted emotion,in the clouds,5,10092,2256,1027,2,1A1B1F,666666,TenaciousTaly,30087,False,0,0,0,0,0
91,1094940954841305090,Goodmorning 🖤,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.0500000000000003,,,en,False,False,False,961290353948143616,Jay 🌻,Welcome. 🖕🏼   IG: Jay_Mafia14       Snap: Ybrito714 Cashapp: $Yajairabrito,"Pennsylvania, USA",1,2138,82,121,0,F5F8FA,333333,JayMafia7,1752,False,0,0,0,0,0
92,1094941010998816774,"Can’t make it in person?
Join us LIVE on Facebook!

https://t.co/bPeo8cmCSY

Details below⬇️

“How to Fall in Love… https://t.co/vcFTTBOQUn",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,77.60000000000001,,,en,False,False,True,103681994,"Eric Guy, LSW","-Chief Victory Officer- Father, Professional Influencer, Visionary, International Speaker/Trainer, @predictiveindex #psychotherapist #AmazonBestsellingAuthor","Pittsburgh, PA",9,826,2951,2715,51,FFFFFF,0C633C,Center4Victory,2451,False,0,0,0,2,0
93,1094941045870219264,"Love Will Smith, BUT he looks real creepy painted blue. Telling myself not to judge a book by its cover. #Aladdin",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,35.025,,,en,False,False,False,42967256,Cougar,Gamertag: Cougar /  Xbox MVP / Been reviewing Xbox games since 2003 and now streaming for 2 years. http://mixer.com/CougarOnXbox,"Lancaster, PA",9,9609,1269,1123,44,075E11,0D0D0D,XXLGaming,20118,False,1,0,0,0,0
94,1094941071593951234,"There’s maybe a coating, if that of snow this morning and my kid has a two hour delay?! WTF? Is this Seattle? Get your shit together people.",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,5.15,,,en,False,False,False,1596875394,Brian,"Dad, Combat Vet, Designer, Shit Talker. Metal, Vidja Games, Philly Sports, Politics. PSN:sedateinfect","Langhorne, PA",5,26156,188,648,6,C0DEED,333333,sedateinfect,9930,False,0,0,0,0,0
95,1094941091470688257,Sin is any time we do not fulfill our priestly role,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,24.525000000000002,,,en,False,False,False,54539326,Samuel Davis,"I AM because He is ☦
Pastor-St Simon of Cyrene Orthodox Mission","NYC, NJ",9,10737,918,1192,21,9AE4E8,333333,samuelmark25,16742,False,0,0,0,0,0
97,1094941151495421952,"I'm at @Chilis Grill &amp; Bar in Jenkintown, PA https://t.co/pbxQwB0Wke",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Foursquare,7.45,,,en,False,False,False,131668661,adrian monteiro,married and i have a 10 year old son and i love #wwe and I’m a truck driver,"iselin, nj",8,1489,250,1225,16,C0DEED,333333,benficacrazy,34567,False,0,0,0,1,1
98,1094941151931613184,"@SandaBlue No. I took a chance and bought it online for one of the cheaper prices by itself. My thinking was, with… https://t.co/cnM33kv1q2",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,70.27499999999999,1094940648237543424,2422702611,en,False,False,True,3293178390,Jim'sJunkBox,Driving around making deliveries of stuff to people around the country. I have a lot of time to let my mind wander. That's rarely a good thing.,Contiguous USA and Canada,3,188071,2562,3393,83,C0DEED,333333,JamesIsaak2,216048,False,0,0,0,1,1
99,1094941174861873152,This is how we should all start our day,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.5,,,en,True,False,False,123358387,Louis shoemaker,,levittown pa,8,7276,85,582,5,C0DEED,333333,loushoe56,5939,False,0,0,0,0,0
100,1094941198735822848,@NBCNews Feel better?,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,4.775,1094926043478147072,14173315,en,False,False,False,819264639959699456,Jim DeMichele,interested and concerned about almost everything,"Dallas, Pa.",2,4860,191,93,0,F5F8FA,333333,jim_demichele,6766,False,0,0,0,0,1
101,1094941276120612865,Happy 12th birthday Landon. You certainly have made our lives a lot more fun and interesting and we couldn't be hap… https://t.co/PUxfL8A3Pq,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,0.42500000000000004,,,en,False,False,True,3333049624,Ashley Frantz,💍👩👣🏈🐶✝️🏖️🇺🇸,"Pennsylvania, USA",3,67,17,41,0,000000,000000,amfrantz01,15,False,0,0,0,1,0
102,1094941284140224517,@AnnaKendrick47 @brandicarlile Brandi is a gem! https://t.co/3bvUAtavwm,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.300000000000001,1094823667509297152,59949396,en,False,False,False,14358978,Sean “SOC” O’Connor,deGrom Stan • Democratic Centrist • Illustrious husband to @ambers,"Yardley, PA",10,2413,222,636,10,022330,333333,sro,7634,False,0,0,0,1,2
103,1094941310644088832,"This is unreal, props to you man #inspiration",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,16.2,,,en,True,False,False,379956609,ob,🙏🏻,Mars,7,26735,645,412,1,C0DEED,333333,ob______9,17657,False,1,0,0,0,0
104,1094941320047673344,@realDonaldTrump At less Amy can be outside in bad weather. Unlike you and a little bit of rain.,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,0.42500000000000004,1094718856197799936,25073877,en,False,False,False,698626150201831424,terry reece,,,3,605,17,85,0,F5F8FA,333333,717_309,1782,False,0,0,0,0,1
106,1094941356240326656,@HoarseWisperer Not a cool bot like Ultron or Optimus Prime either. https://t.co/4kNOrvXcDF,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,11.275000000000002,1094899055069663232,784575415457308672,en,False,False,False,227584448,Roger Weiss,"Although I consider myself a lifelong conservative, I feel unrepresented by the current GOP.  Somewhere between Reagan and Trump, we lost our way.","Nazareth, PA",8,3832,439,915,4,C0DEED,333333,cybertybo,3220,False,0,1,0,0,1
107,1094941441539952640,@SandaBlue So mine just came with the camera then I went down to Best Buy and found a really nice case that was hal… https://t.co/BQ1joOlrGx,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,70.27499999999999,1094941151931613184,3293178390,en,False,False,True,3293178390,Jim'sJunkBox,Driving around making deliveries of stuff to people around the country. I have a lot of time to let my mind wander. That's rarely a good thing.,Contiguous USA and Canada,3,188071,2562,3393,83,C0DEED,333333,JamesIsaak2,216049,False,0,0,0,1,1
108,1094941446933807105,@NBCNews And the other side if the claim is?,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,4.775,1094854056168837120,14173315,en,False,False,False,819264639959699456,Jim DeMichele,interested and concerned about almost everything,"Dallas, Pa.",2,4860,191,93,0,F5F8FA,333333,jim_demichele,6767,False,0,0,0,0,1
110,1094941540840062976,@NBCNews She’s a musician now?,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,4.775,1094848028870168576,14173315,en,False,False,False,819264639959699456,Jim DeMichele,interested and concerned about almost everything,"Dallas, Pa.",2,4860,191,93,0,F5F8FA,333333,jim_demichele,6768,False,0,0,0,0,1
113,1094941705961377792,@realDonaldTrump @tommcclintock A temper tantrum is not a national emergency,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,0.42500000000000004,1094714204328771586,25073877,en,False,False,False,698626150201831424,terry reece,,,3,605,17,85,0,F5F8FA,333333,717_309,1783,False,0,0,0,0,2
114,1094941716728053763,Turquoise White Gold Baby Shower Cookies #cookies #babyshower #babyshowercookies #decoratedcookies #fondant… https://t.co/K8rYdz329y,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,21.800000000000004,,,en,False,False,True,156428658,Hakima Lamour,"Business Owner- Kima's Konfection
Hakima@kimakonfections.com","Philly, PA",8,2644,773,708,33,D3315A,ED6790,KimaKonfections,10677,False,5,0,0,1,0
116,1094941850140585984,@karenjacksoncps Awesome! Never confuse a bad day with a bad life!,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,15.35,1094230168615505920,3380486770,en,False,False,False,52528002,David J. De Notaris,"Motivational Speaker, Author, Trainer and Consultant at Sky's the Limit Communications & Associates",Hershey Pennsylvania,9,2904,596,878,6,C0DEED,333333,ddenotaris,2285,False,0,0,0,0,1
117,1094941945678516225,"@realDonaldTrump I feel really sorry for the next president who inherits #TraitorTrump 's mess. 
She has a lot of shit to clean up.",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,3.8750000000000004,1094940049697849345,25073877,en,False,False,False,19665977,christine stewart #Resist #VoteBlue,"YES, I Do Care, Why Don't You?",,10,5083,146,248,3,352726,353B0C,countingstars,12937,False,1,0,0,0,1
118,1094941955275087872,"@marklevinshow Pelosi is The No 1 Jerk in the Solar System, https://t.co/QqzRhnwnbi",7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,1.675,1094935933521141761,38495835,en,False,False,False,2742044315,Dave Murphy,Old School,"Chestertown, MD",4,644,67,413,0,000000,000000,DuffGear,1243,False,0,1,0,0,1
119,1094941981409714176,@realDonaldTrump You are hysterical....,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,0.07500000000000001,1094940049697849345,25073877,en,False,False,False,703202763,geob,,,5,797,3,70,0,C0DEED,333333,cryolady,2335,False,0,0,0,0,1
120,1094941995750039552,@SamuelLJackson You disrespectful asshole,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,4.775,1067143100345143296,75974281,en,False,False,False,819264639959699456,Jim DeMichele,interested and concerned about almost everything,"Dallas, Pa.",2,4861,191,93,0,F5F8FA,333333,jim_demichele,6769,False,0,0,0,0,1
121,1094941996807000070,@realDonaldTrump Talk about delusional. This is it folks.,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,15.65,1094940049697849345,25073877,en,False,False,False,756213198676721664,Rich Wildonger,"Retired scientist who's not fooled by Trumpsterism. Covfefe belongs in a baby's diaper, not in the Oval Office. Proud to be a liberal. Love being a grandpa.","Pennsylvania, USA",2,19563,596,797,10,F5F8FA,333333,a_wildonger,26717,False,0,0,0,0,1
122,1094942097457774593,@UMLYberwyn Woo hoo @rfrankenheimer!! 😄,7,Mon,2019-02-11 07:55:38.984121,11,1,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.6000000000000005,1094608861556862976,93939343,en,False,False,False,16005320,oeste2,,"West Chester, PA",10,11658,101,672,1,352726,3E4415,oeste2,821,False,0,0,0,0,2
